time,wrist_pos,wrist_vel,elbow_pos,elbow_vel,wrist_tau,elbow_tau,M11_wrist,M22_elbow
0.935000,1.202704,-2.340033,-0.475647,1.429249,20.000000,0.000000,1.333000,3.363791
0.940000,1.191272,-2.286348,-0.468641,1.401057,13.193669,0.000000,1.333000,3.385673
0.945000,1.178467,-2.561059,-0.460956,1.537037,-18.598674,0.000000,1.333000,3.406957
0.950000,1.164185,-2.856367,-0.452541,1.683060,-20.000000,0.000000,1.333000,3.430684
0.955000,1.150524,-2.732138,-0.444446,1.619051,20.000000,0.000000,1.333000,3.456999
0.960000,1.137506,-2.603577,-0.436681,1.552903,20.000000,0.000000,1.333000,3.482018
0.965000,1.125153,-2.470738,-0.429258,1.484645,20.000000,0.000000,1.333000,3.505718
0.970000,1.113484,-2.333701,-0.422186,1.414318,20.000000,0.000000,1.333000,3.528078
0.975000,1.101529,-2.391088,-0.414980,1.441235,2.302699,0.000000,1.333000,3.549076
0.980000,1.088017,-2.702227,-0.407005,1.594937,-20.000000,0.000000,1.333000,3.570467
0.985000,1.072914,-3.020730,-0.398245,1.752077,-20.000000,0.000000,1.333000,3.594484
0.990000,1.058513,-2.880131,-0.389848,1.679424,20.000000,0.000000,1.333000,3.621132
0.995000,1.044843,-2.734129,-0.381827,1.604104,20.000000,0.000000,1.333000,3.646337
1.000000,1.031929,-2.582803,-0.374197,1.526158,20.000000,0.000000,1.333000,3.670076
1.005000,1.019797,-2.426267,-0.366968,1.445643,20.000000,0.000000,1.333000,3.692329
1.010000,1.008332,-2.293113,-0.360084,1.376857,17.697466,0.000000,1.333000,3.713078
1.015000,0.995196,-2.627114,-0.352376,1.541672,-20.000000,0.000000,1.333000,3.732546
1.020000,0.980351,-2.969094,-0.343824,1.710255,-20.000000,0.000000,1.333000,3.754677
1.025000,0.966325,-2.805089,-0.335696,1.625627,20.000000,0.000000,1.333000,3.779463
1.030000,0.953151,-2.634761,-0.328007,1.537877,20.000000,0.000000,1.333000,3.802654
1.035000,0.940860,-2.458278,-0.320771,1.447089,20.000000,0.000000,1.333000,3.824234
1.040000,0.929324,-2.307175,-0.313926,1.369031,17.669978,0.000000,1.333000,3.844187
1.045000,0.916004,-2.663915,-0.306202,1.544921,-20.000000,0.000000,1.333000,3.862751
1.050000,0.900857,-3.029521,-0.297576,1.725044,-20.000000,0.000000,1.333000,3.883988
1.055000,0.886572,-2.857020,-0.289397,1.635914,19.056465,0.000000,1.333000,3.907877
1.060000,0.873252,-2.664024,-0.281714,1.536573,20.000000,0.000000,1.333000,3.930145
1.065000,0.860933,-2.463818,-0.274546,1.433666,20.000000,0.000000,1.333000,3.950676
1.070000,0.848845,-2.417429,-0.267507,1.407710,9.051108,0.000000,1.333000,3.969461
1.075000,0.834842,-2.800745,-0.259524,1.596584,-20.000000,0.000000,1.333000,3.987700
1.080000,0.818870,-3.194258,-0.250572,1.790377,-20.000000,0.000000,1.333000,4.008590
1.085000,0.803949,-2.984313,-0.242161,1.682264,20.000000,0.000000,1.333000,4.032093
