time,B1_0,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15
2.114000000,0.983880945,0.000000000,0.178824737,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.178824737,0.000000000,0.983880945,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.470362195,0.000000000,-0.882473459,-0.178824737,0.000000000,1.000000000,0.000000000,0.000000000,0.882473459,0.000000000,0.470362195,-0.983880945,0.000000000,0.000000000,0.000000000,1.000000000
2.115000000,0.983511108,0.000000000,0.180847730,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.180847730,0.000000000,0.983511108,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.473790126,0.000000000,-0.880637790,-0.180847730,0.000000000,1.000000000,0.000000000,0.000000000,0.880637790,0.000000000,0.473790126,-0.983511108,0.000000000,0.000000000,0.000000000,1.000000000
2.116000000,0.983140004,0.000000000,0.182854400,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.182854400,0.000000000,0.983140004,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.477222467,0.000000000,-0.878782520,-0.182854400,0.000000000,1.000000000,0.000000000,0.000000000,0.878782520,0.000000000,0.477222467,-0.983140004,0.000000000,0.000000000,0.000000000,1.000000000
2.117000000,0.982767751,0.000000000,0.184844658,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.184844658,0.000000000,0.982767751,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.480659079,0.000000000,-0.876907549,-0.184844658,0.000000000,1.000000000,0.000000000,0.000000000,0.876907549,0.000000000,0.480659079,-0.982767751,0.000000000,0.000000000,0.000000000,1.000000000
2.118000000,0.982394463,0.000000000,0.186818412,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.186818412,0.000000000,0.982394463,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.484099820,0.000000000,-0.875012780,-0.186818412,0.000000000,1.000000000,0.000000000,0.000000000,0.875012780,0.000000000,0.484099820,-0.982394463,0.000000000,0.000000000,0.000000000,1.000000000
2.119000000,0.982020256,0.000000000,0.188775571,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.188775571,0.000000000,0.982020256,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.487544548,0.000000000,-0.873098112,-0.188775571,0.000000000,1.000000000,0.000000000,0.000000000,0.873098112,0.000000000,0.487544548,-0.982020256,0.000000000,0.000000000,0.000000000,1.000000000
2.120000000,0.981645247,0.000000000,0.190716044,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.190716044,0.000000000,0.981645247,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.490993122,0.000000000,-0.871163448,-0.190716044,0.000000000,1.000000000,0.000000000,0.000000000,0.871163448,0.000000000,0.490993122,-0.981645247,0.000000000,0.000000000,0.000000000,1.000000000
2.121000000,0.981269550,0.000000000,0.192639743,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.192639743,0.000000000,0.981269550,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.494445398,0.000000000,-0.869208691,-0.192639743,0.000000000,1.000000000,0.000000000,0.000000000,0.869208691,0.000000000,0.494445398,-0.981269550,0.000000000,0.000000000,0.000000000,1.000000000
2.122000000,0.980893282,0.000000000,0.194546576,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.194546576,0.000000000,0.980893282,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.497901234,0.000000000,-0.867233741,-0.194546576,0.000000000,1.000000000,0.000000000,0.000000000,0.867233741,0.000000000,0.497901234,-0.980893282,0.000000000,0.000000000,0.000000000,1.000000000
2.123000000,0.980516557,0.000000000,0.196436454,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.196436454,0.000000000,0.980516557,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.501360484,0.000000000,-0.865238502,-0.196436454,0.000000000,1.000000000,0.000000000,0.000000000,0.865238502,0.000000000,0.501360484,-0.980516557,0.000000000,0.000000000,0.000000000,1.000000000
2.124000000,0.980139493,0.000000000,0.198309288,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,-0.198309288,0.000000000,0.980139493,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.504823005,0.000000000,-0.863222876,-0.198309288,0.000000000,1.000000000,0.000000000,0.000000000,0.863222876,0.000000000,0.504823005,-0.980139493,0.000000000,0.000000000,0.000000000,1.000000000
