time,theta0,theta1,dtheta0,dtheta1,M00,M01,M10,M11,Cv0,Cv1,taug0,taug1,hplus0,hplus1,hminus0,hminus1,vdot_plus0,vdot_plus1,vdot_minus0,vdot_minus1
0.010000000,0.999567441,1.000239354,-0.078638729,0.043499373,3.743201763,1.870100881,1.870100881,1.330000000,0.004165312,0.005204498,-21.299801635,-8.920996332,-21.295636323,-8.915791834,21.303966946,8.926200830,7.865187201,-4.355565175,-7.859525406,4.339777863
0.011000000,0.999480943,1.000287193,-0.086498255,0.047839151,3.743121239,1.870060619,1.870060619,1.330000000,0.005039171,0.006297003,-21.299271165,-8.921154081,-21.294231995,-8.914857078,21.304310336,8.927451084,7.865117805,-4.355932327,-7.858267149,4.336830712
0.012000000,0.999386586,1.000339369,-0.094356522,0.052175982,3.743033412,1.870016706,1.870016706,1.330000000,0.005995908,0.007493377,-21.298692421,-8.921326184,-21.292696513,-8.913832807,21.304688328,8.928819561,7.865044662,-4.356339927,-7.856891961,4.333608769
0.013000000,0.999284373,1.000395878,-0.102213414,0.056509591,3.742938287,1.869969143,1.869969143,1.330000000,0.007035427,0.008793571,-21.298065387,-8.921512644,-21.291029961,-8.912719073,21.305100814,8.930306215,7.864967767,-4.356787944,-7.855399850,4.330112116
0.014000000,0.999174304,1.000456718,-0.110068814,0.060839703,3.742835869,1.869917935,1.869917935,1.330000000,0.008157623,0.010197530,-21.297390051,-8.921713466,-21.289232428,-8.911515935,21.305547675,8.931910996,7.864887119,-4.357276348,-7.853790825,4.326340844
0.015000000,0.999056381,1.000521884,-0.117922604,0.065166044,3.742726164,1.869863082,1.869863082,1.330000000,0.009362384,0.011705197,-21.296666398,-8.921928653,-21.287304014,-8.910223456,21.306028782,8.933633850,7.864802714,-4.357805103,-7.852064895,4.322295048
0.016000000,0.998930607,1.000591372,-0.125774669,0.069488339,3.742609177,1.869804589,1.869804589,1.330000000,0.010649588,0.013316507,-21.295894411,-8.922158210,-21.285244823,-8.908841704,21.306543999,8.935474717,7.864714550,-4.358374173,-7.850222067,4.317974832
0.017000000,0.998796982,1.000665179,-0.133624891,0.073806313,3.742484916,1.869742458,1.869742458,1.330000000,0.012019104,0.015031393,-21.295074073,-8.922402143,-21.283054969,-8.907370750,21.307093177,8.937433536,7.864622621,-4.358983518,-7.848262353,4.313380305
0.018000000,0.998655509,1.000743298,-0.141473154,0.078119694,3.742353385,1.869676693,1.869676693,1.330000000,0.013470793,0.016849783,-21.294205366,-8.922660455,-21.280734572,-8.905810672,21.307676159,8.939510238,7.864526925,-4.359633097,-7.846185762,4.308511584
0.019000000,0.998506189,1.000825727,-0.149319340,0.082428205,3.742214594,1.869607297,1.869607297,1.330000000,0.015004508,0.018771601,-21.293288270,-8.922933153,-21.278283762,-8.904161552,21.308292778,8.941704754,7.864427459,-4.360322865,-7.843992305,4.303368794
0.020000000,0.998349026,1.000912458,-0.157163332,0.086731574,3.742068548,1.869534274,1.869534274,1.330000000,0.016620093,0.020796765,-21.292322766,-8.923220241,-21.275702672,-8.902423476,21.308942859,8.944017007,7.864324217,-4.361052774,-7.841681994,4.297952065
0.021000000,0.998184021,1.001003488,-0.165005014,0.091029526,3.741915256,1.869457628,1.869457628,1.330000000,0.018317383,0.022925190,-21.291308831,-8.923521727,-21.272991449,-8.900596537,21.309626214,8.946446917,7.864217197,-4.361822776,-7.839254840,4.292261535
0.022000000,0.998011177,1.001098809,-0.172844269,0.095321788,3.741754727,1.869377364,1.869377364,1.330000000,0.020096203,0.025156786,-21.290246444,-8.923837616,-21.270150241,-8.898680830,21.310342648,8.948994402,7.864106395,-4.362632819,-7.836710855,4.286297350
0.023000000,0.997830496,1.001198418,-0.180680980,0.099608085,3.741586969,1.869293485,1.869293485,1.330000000,0.021956373,0.027491458,-21.289135582,-8.924167915,-21.267179209,-8.896676458,21.311091955,8.951659373,7.863991806,-4.363482848,-7.834050052,4.280059660
0.024000000,0.997641981,1.001302306,-0.188515030,0.103888145,3.741411991,1.869205996,1.869205996,1.330000000,0.023897701,0.029929106,-21.287976219,-8.924512631,-21.264078518,-8.894583525,21.311873920,8.954441737,7.863873427,-4.364372807,-7.831272445,4.273548624
0.025000000,0.997445634,1.001410467,-0.196346302,0.108161693,3.741229803,1.869114901,1.869114901,1.330000000,0.025919987,0.032469628,-21.286768331,-8.924871770,-21.260848344,-8.892402143,21.312688319,8.957341398,7.863751253,-4.365302635,-7.828378046,4.266764407
0.026000000,0.997241460,1.001522896,-0.204174680,0.112428458,3.741040414,1.869020207,1.869020207,1.330000000,0.028023024,0.035112914,-21.285511891,-8.925245341,-21.257488867,-8.890132427,21.313534916,8.960358255,7.863625279,-4.366272272,-7.825366870,4.259707182
0.027000000,0.997029460,1.001639584,-0.212000047,0.116688165,3.740843836,1.868921918,1.868921918,1.330000000,0.030206594,0.037858852,-21.284206872,-8.925633351,-21.254000278,-8.887774499,21.314413466,8.963492204,7.863495503,-4.367281653,-7.822238930,4.252377127
