time,theta0,theta1,dtheta0,dtheta1,M00,M01,M10,M11,Cv0,Cv1,taug0,taug1,hplus0,hplus1,hminus0,hminus1,vdot_plus0,vdot_plus1,vdot_minus0,vdot_minus1
1.093000000,-0.719866690,-0.107965230,-5.028804064,5.674299718,4.651354828,2.324177414,2.324177414,1.330000000,-2.680119516,-2.725017466,16.926106483,7.224735906,14.245986966,4.499718440,-19.606225999,-9.949753371,-10.820911353,15.526315280,3.761993299,0.906927456
1.094000000,-0.724891732,-0.102290023,-5.025042071,5.675206645,4.652545871,2.324772936,2.324772936,1.330000000,-2.535264259,-2.578428317,16.977265250,7.220419750,14.442000991,4.641991433,-19.512529509,-9.798848067,-10.744420643,15.290486382,4.048894949,0.290290730
1.095000000,-0.729912725,-0.096614526,-5.020993176,5.675496936,4.653672892,2.325336446,2.325336446,1.330000000,-2.390577788,-2.431900695,17.028101358,7.216071705,14.637523570,4.784171011,-19.418679146,-9.647972400,-10.666260077,15.051482924,4.336591072,-0.327865316
1.096000000,-0.734929382,-0.090939357,-5.016656585,5.675169070,4.654735731,2.325867866,2.325867866,1.330000000,-2.246122845,-2.285503338,17.078613010,7.211693910,14.832490164,4.926190572,-19.324735855,-9.497197248,-10.586544369,14.809558484,4.624888971,-0.947130370
1.097000000,-0.739941413,-0.085265135,-5.012031696,5.674221940,4.655734260,2.326367130,2.326367130,1.330000000,-2.101962064,-2.139305191,17.128798481,7.207288512,15.026836416,5.067983321,-19.230760545,-9.346593703,-10.505391232,14.564972579,4.913593283,-1.567088874
1.098000000,-0.744948532,-0.079592480,-5.007118103,5.672654851,4.656668381,2.326834190,2.326834190,1.330000000,-1.958157886,-1.993375302,17.178656119,7.202857666,15.220498233,5.209482363,-19.136814005,-9.196232968,-10.422921070,14.317990034,5.202506420,-2.187320936
1.099000000,-0.749950447,-0.073922013,-5.001915596,5.670467530,4.657538024,2.327269012,2.327269012,1.330000000,-1.814772486,-1.847782711,17.228184350,7.198403533,15.413411863,5.350620822,-19.042956836,-9.046186245,-10.339256665,14.068880317,5.491429015,-2.807403258
1.100000000,-0.754946871,-0.068254353,-4.996424167,5.667660127,4.658343152,2.327671576,2.327671576,1.330000000,-1.671867690,-1.702596344,17.277381674,7.193928282,15.605513983,5.491331939,-18.949249364,-8.896524626,-10.254522853,13.817916864,5.780160392,-3.426910092
1.101000000,-0.759937515,-0.062590120,-4.990644007,5.664233217,4.659083756,2.328041878,2.328041878,1.330000000,-1.529504898,-1.557884901,17.326246670,7.189434084,15.796741772,5.631549183,-18.855751568,-8.747318984,-10.168846181,13.565376374,6.068499029,-4.045414204
1.102000000,-0.764922091,-0.056929932,-4.984575508,5.660187803,4.659759858,2.328379929,2.328379929,1.330000000,-1.387745005,-1.413716750,17.374777997,7.184923110,15.987032992,5.771206360,-18.762523002,-8.598639860,-10.082354575,13.311538098,6.356243033,-4.662487851
1.103000000,-0.769900310,-0.051274406,-4.978219265,5.655525315,4.660371511,2.328685756,2.328685756,1.330000000,-1.246648323,-1.270159817,17.422974392,7.180397536,16.176326069,5.910237718,-18.669622715,-8.450557353,-9.995176983,13.056683118,6.643190620,-5.277703771
1.104000000,-0.774871886,-0.045624159,-4.971576074,5.650247611,4.660918797,2.328959399,2.328959399,1.330000000,-1.106274503,-1.127281475,17.470834675,7.175859533,16.364560172,6.048578058,-18.577109178,-8.303141008,-9.907443028,12.801093608,6.929140594,-5.890636167
1.105000000,-0.779836533,-0.039979802,-4.964646934,5.644356975,4.661401828,2.329200914,2.329200914,1.330000000,-0.966682462,-0.985148439,17.518357748,7.171311274,16.551675286,6.186162835,-18.485040209,-8.156459714,-9.819282654,12.545052105,7.213892823,-6.500861688
1.106000000,-0.784793966,-0.034341946,-4.957433041,5.637856113,4.661820747,2.329410373,2.329410373,1.330000000,-0.827930305,-0.843826661,17.565542594,7.166754926,16.737612289,6.322928265,-18.393472898,-8.010581587,-9.730825770,12.288840772,7.497248718,-7.107960412
1.107000000,-0.789743902,-0.028711198,-4.949935792,5.630748153,4.662175724,2.329587862,2.329587862,1.330000000,-0.690075254,-0.703381223,17.612388282,7.162192649,16.922313027,6.458811426,-18.302463536,-7.865573872,-9.642201899,12.032740661,7.779011696,-7.711516806
1.108000000,-0.794686059,-0.023088161,-4.942156780,5.623036636,4.662466961,2.329733480,2.329733480,1.330000000,-0.553173578,-0.563876238,17.658893962,7.157626600,17.105720384,6.593750363,-18.212067540,-7.721502838,-9.553539825,11.777030995,8.058987646,-8.311120676
1.109000000,-0.799620157,-0.017473435,-4.934097793,5.614725515,4.662694687,2.329847343,2.329847343,1.330000000,-0.417280520,-0.425374749,17.705058872,7.153058926,17.287778352,6.727684177,-18.122339392,-7.578433675,-9.464967256,11.521988451,8.336985380,-8.906368094
1.110000000,-0.804545917,-0.011867616,-4.925760807,5.605819147,4.662859161,2.329929581,2.329929581,1.330000000,-0.282450235,-0.287938634,17.750882333,7.148491763,17.468432097,6.860553129,-18.033332568,-7.436430397,-9.376610477,11.267886457,8.612817068,-9.496862303
1.111000000,-0.809463065,-0.006271294,-4.917147990,5.596322285,4.662960671,2.329980336,2.329980336,1.330000000,-0.148735723,-0.151628513,17.796363750,7.143927238,17.647628027,6.992298725,-17.945099473,-7.295555750,-9.288594028,11.014994515,8.886298670,-10.082214591
1.112000000,-0.814371327,-0.000685054,-4.908261692,5.586240070,4.662999531,2.329999765,2.329999765,1.330000000,-0.016188768,-0.016503656,17.841502615,7.139367463,17.825313848,7.122863807,-17.857691383,-7.155871119,-9.201040381,10.763577535,9.157250338,-10.662045128
1.113000000,-0.819270431,0.004890524,-4.899104441,5.575578025,4.662976083,2.329988041,2.329988041,1.330000000,0.115140122,0.117378097,17.886298506,7.134814538,18.001438627,7.252192636,-17.771158384,-7.017436441,-9.114069632,10.513895199,9.425496813,-11.235983773
1.114000000,-0.824160110,0.010454866,-4.889678944,5.564342041,4.662890697,2.329945348,2.329945348,1.330000000,0.245201766,0.249960424,17.930751083,7.130270547,18.175952849,7.380230971,-17.685549317,-6.880310123,-9.027799205,10.266201349,9.690867795,-11.803670841
1.115000000,-0.829040099,0.016007404,-4.879988077,5.552538371,4.662743768,2.329871884,2.329871884,1.330000000,0.373948369,0.381188591,17.974860093,7.125737555,18.348808462,7.506926146,-17.600911725,-6.744548964,-8.942343575,10.020743404,9.953198295,-12.364757820
1.116000000,-0.833910133,0.021547578,-4.870034878,5.540173613,4.662535720,2.329767860,2.329767860,1.330000000,0.501333564,0.511009529,18.018625369,7.121217612,18.519958934,7.632227141,-17.517291805,-6.610208083,-8.857813994,9.777761813,10.212328962,-12.918908051
1.117000000,-0.838769956,0.027074833,-4.859822549,5.527254705,4.662266998,2.329633499,2.329633499,1.330000000,0.627312465,0.639371901,18.062046826,7.116712745,18.689359292,7.756084646,-17.434734361,-6.477340844,-8.774318250,9.537489535,10.468106392,-13.465797353
1.118000000,-0.843619310,0.032588622,-4.849354443,5.513788907,4.661938076,2.329469038,2.329469038,1.330000000,0.751841704,0.766226160,18.105124464,7.112224962,18.856966169,7.878451122,-17.353282760,-6.345998803,-8.691960428,9.300151559,10.720383408,-14.005114601
1.119000000,-0.848457944,0.038088406,-4.838634060,5.499783793,4.661549449,2.329274724,2.329274724,1.330000000,0.874879471,0.891524610,18.147858366,7.107756249,19.022737837,7.999280859,-17.272978895,-6.216231639,-8.610840698,9.065964462,10.969019314,-14.536562256
1.120000000,-0.853285609,0.043573653,-4.827665040,5.485247231,4.661101637,2.329050819,2.329050819,1.330000000,0.996385548,1.015221458,18.190248696,7.103308567,19.186634244,8.118530025,-17.193863148,-6.088087109,-8.531055120,8.835136003,11.213880128,-15.059856830
1.121000000,-0.858102061,0.049043840,-4.816451160,5.470187374,4.660595184,2.328797592,2.328797592,1.330000000,1.116321342,1.137272857,18.232295703,7.098883853,19.348617045,8.236156711,-17.115974361,-5.961610996,-8.452695464,8.607864760,11.454838784,-15.574729308
1.122000000,-0.862907057,0.054498453,-4.804996321,5.454612644,4.660030654,2.328515327,2.328515327,1.330000000,1.234649911,1.257636950,18.273999713,7.094484019,19.508649624,8.352120969,-17.039349802,-5.836847069,-8.375849058,8.384339803,11.691775307,-16.080925512
1.123000000,-0.867700362,0.059936984,-4.793304546,5.438531719,4.659408633,2.328204317,2.328204317,1.330000000,1.351335988,1.376273902,18.315361136,7.090110949,19.666697123,8.466384851,-16.964025148,-5.713837047,-8.300598648,8.164740415,11.924576964,-16.578206402
1.124000000,-0.872481741,0.065358938,-4.781379969,5.421953513,4.658729730,2.327864865,2.327864865,1.330000000,1.466345998,1.493145933,18.356380456,7.085766499,19.822726455,8.578912432,-16.890034458,-5.592620566,-8.227022281,7.949235848,12.153138387,-17.066348333
1.125000000,-0.877250968,0.070763825,-4.769226831,5.404887164,4.657994570,2.327497285,2.327497285,1.330000000,1.579648081,1.608217342,18.397058239,7.081452497,19.976706320,8.689669839,-16.817410158,-5.473235155,-8.155193211,7.737985127,12.377361666,-17.545143249
1.126000000,-0.882007818,0.076151167,-4.756849469,5.387342021,4.657203802,2.327101901,2.327101901,1.330000000,1.691212094,1.721454523,18.437395126,7.077170741,20.128607220,8.798625263,-16.746183031,-5.355716218,-8.085179817,7.531136885,12.597156420,-18.014398820
1.127000000,-0.886752070,0.081520495,-4.744252313,5.369327622,4.656358088,2.326679044,2.326679044,1.330000000,1.801009630,1.832825980,18.477391831,7.072922996,20.278401461,8.905748977,-16.676382202,-5.240097016,-8.017045552,7.328829252,12.812439836,-18.473938537
1.128000000,-0.891483510,0.086871348,-4.731439873,5.350853684,4.655458114,2.326229057,2.326229057,1.330000000,1.909014013,1.942302338,18.517049145,7.068710999,20.426063158,9.011013337,-16.608035133,-5.126408661,-7.950848900,7.131189776,13.023136688,-18.923601740
1.129000000,-0.896201927,0.092203279,-4.718416736,5.331930082,4.654504577,2.325752288,2.325752288,1.330000000,2.015200307,2.049856341,18.556367930,7.064536451,20.571568237,9.114392791,-16.541167624,-5.014680110,-7.886643363,6.938335380,13.229179332,-19.363243604
1.130000000,-0.900907114,0.097515845,-4.705187557,5.312566838,4.653498193,2.325249097,2.325249097,1.330000000,2.119545310,2.155462852,18.595349119,7.060401022,20.714894429,9.215863873,-16.475803809,-4.904938170,-7.824477452,6.750372370,13.430507666,-19.792735072
1.131000000,-0.905598871,0.102808619,-4.691757049,5.292774103,4.652439694,2.324719847,2.324719847,1.330000000,2.222027550,2.259098848,18.633993713,7.056306347,20.856021263,9.315405195,-16.411966164,-4.797207499,-7.764394712,6.567396462,13.627069079,-20.211962743
1.132000000,-0.910277001,0.108081182,-4.678129980,5.272562140,4.651329825,2.324164913,2.324164913,1.330000000,2.322627274,2.360743405,18.672302784,7.052254027,20.994930058,9.412997432,-16.349675510,-4.691510622,-7.706433755,6.389492859,13.818818377,-20.620828709
1.133000000,-0.914941312,0.113333123,-4.664311162,5.251941312,4.650169346,2.323584673,2.323584673,1.330000000,2.421326439,2.460377684,18.710277466,7.048245628,21.131603905,9.508623312,-16.288951028,-4.587867944,-7.650628305,6.216736356,14.005717675,-21.019250358
1.134000000,-0.919591618,0.118564045,-4.650305444,5.230922061,4.648959027,2.322979514,2.322979514,1.330000000,2.518108694,2.557984910,18.747918962,7.044282680,21.266027656,9.602267590,-16.229810268,-4.486297770,-7.597007270,6.049191475,14.187736287,-21.407160127
1.135000000,-0.924227736,0.123773560,-4.636117708,5.209514901,4.647699654,2.322349827,2.322349827,1.330000000,2.612959365,2.653550347,18.785228533,7.040366677,21.398187899,9.693917024,-16.172269168,-4.386816331,-7.545594817,5.886912628,14.364850587,-21.784505222
1.136000000,-0.928849488,0.128961290,-4.621752857,5.187730396,4.646392022,2.321696011,2.321696011,1.330000000,2.705865433,2.747061267,18.822207506,7.036499076,21.528072938,9.783560343,-16.116342073,-4.289437810,-7.496410472,5.729944321,14.537043850,-22.151247300
1.137000000,-0.933456704,0.134126869,-4.607215813,5.165579149,4.645036937,2.321018468,2.321018468,1.330000000,2.796815509,2.838506923,18.858857262,7.032681299,21.655672770,9.871188222,-16.062041753,-4.194174375,-7.449469217,5.578321361,14.704306089,-22.507362121
1.138000000,-0.938049216,0.139269941,-4.592511507,5.143071787,4.643635214,2.320317607,2.320317607,1.330000000,2.885799812,2.927878510,18.895179243,7.028914727,21.780979055,9.956793237,-16.009379431,-4.101036216,-7.404781615,5.432069113,14.866633865,-22.852839170
1.139000000,-0.942626861,0.144390160,-4.577644873,5.120218947,4.642187678,2.319593839,2.319593839,1.330000000,2.972810140,3.015169126,18.931174945,7.025200707,21.903985085,10.040369833,-15.958364805,-4.010031581,-7.362353935,5.291203756,15.024030091,-23.187681246
1.140000000,-0.947189481,0.149487191,-4.562620843,5.097031266,4.640695162,2.318847581,2.318847581,1.330000000,3.057839837,3.100373730,18.966845919,7.021540547,22.024685756,10.121914277,-15.909006082,-3.921166818,-7.322188286,5.155732571,15.176503825,-23.511904035
1.141000000,-0.951736926,0.154560711,-4.547444339,5.073519362,4.639158506,2.318079253,2.318079253,1.330000000,3.140883766,3.183489098,19.002193767,7.017935518,22.143077533,10.201424616,-15.861310000,-3.834446420,-7.284282769,5.025654244,15.324070045,-23.825535656
1.142000000,-0.956269046,0.159610405,-4.532120269,5.049693826,4.637578556,2.317289278,2.317289278,1.330000000,3.221938272,3.264513778,19.037220139,7.014386851,22.259158412,10.278900629,-15.815281867,-3.749873073,-7.248631624,4.900959184,15.466749423,-24.128616190
1.143000000,-0.960785700,0.164635970,-4.516653520,5.025565210,4.635956166,2.316478083,2.316478083,1.330000000,3.301001147,3.343448038,19.071926738,7.010895740,22.372927885,10.354343778,-15.770925591,-3.667447703,-7.215225389,4.781629849,15.604568090,-24.421197195
1.144000000,-0.965286749,0.169637114,-4.501048952,5.001144013,4.634292192,2.315646096,2.315646096,1.330000000,3.378071594,3.420293815,19.106315308,7.007463343,22.484386902,10.427757157,-15.728243714,-3.587169528,-7.184051070,4.667641094,15.737557388,-24.703341201
1.145000000,-0.969772060,0.174613555,-4.485311394,4.976440672,4.632587497,2.314793749,2.314793749,1.330000000,3.453150188,3.495054665,19.140387640,7.004090776,22.593537828,10.499145441,-15.687237452,-3.509036111,-7.155092300,4.558960516,15.865753629,-24.975121208
1.146000000,-0.974241506,0.179565020,-4.469445641,4.951465551,4.630842948,2.313921474,2.313921474,1.330000000,3.526238838,3.567735705,19.174145568,7.000779120,22.700384405,10.568514825,-15.647906730,-3.433043415,-7.128329520,4.455548815,15.989197836,-25.236620156
1.147000000,-0.978694962,0.184491249,-4.453456443,4.926228931,4.629059413,2.313029706,2.313029706,1.330000000,3.597340746,3.638343561,19.207590964,6.997529418,22.804931709,10.635872979,-15.610250218,-3.359185857,-7.103740145,4.357360153,16.107935494,-25.487930413
1.148000000,-0.983132311,0.189391990,-4.437348507,4.900741000,4.627237763,2.312118882,2.312118882,1.330000000,3.666460365,3.706886309,19.240725742,6.994342673,22.907186106,10.701228982,-15.574265377,-3.287456363,-7.081298747,4.264342525,16.222016292,-25.729153236
1.149000000,-0.987553437,0.194267002,-4.421126491,4.875011847,4.625378873,2.311189436,2.311189436,1.330000000,3.733603359,3.773373419,19.273551850,6.991219852,23.007155209,10.764593271,-15.539948491,-3.217846433,-7.060977225,4.176438122,16.331493867,-25.960398251
1.150000000,-0.991958232,0.199116053,-4.404794997,4.849051449,4.623483616,2.310241808,2.310241808,1.330000000,3.798776560,3.837815696,19.306071273,6.988161886,23.104847832,10.825977582,-15.507294713,-3.150346190,-7.042744984,4.093583702,16.436425547,-26.181782920
1.151000000,-0.996346591,0.203938923,-4.388358572,4.822869666,4.621552868,2.309276434,2.309276434,1.330000000,3.861987923,3.900225223,19.338286028,6.985169665,23.200273951,10.885394888,-15.476298104,-3.084944443,-7.026569111,4.015710956,16.536872100,-26.393432019
1.152000000,-1.000718412,0.208735399,-4.371821700,4.796476234,4.619587502,2.308293751,2.308293751,1.330000000,3.923246488,3.960615301,19.370198165,6.982244047,23.293444653,10.942859349,-15.446951677,-3.021628746,-7.012414549,3.942746869,16.632897478,-26.595477117
1.153000000,-1.005073601,0.213505280,-4.355188802,4.769880757,4.617588395,2.307294197,2.307294197,1.330000000,3.982562330,4.019000394,19.401809762,6.979385850,23.384372092,10.998386244,-15.419247432,-2.960385457,-7.000244267,3.874614086,16.724568571,-26.788056061
1.154000000,-1.009412065,0.218248373,-4.338464234,4.743092700,4.615556418,2.306278209,2.306278209,1.330000000,4.039946521,4.075396064,19.433122927,6.976595857,23.473069447,11.051991922,-15.393176406,-2.901199793,-6.990019430,3.811231256,16.811954964,-26.971312475
1.155000000,-1.013733718,0.222964494,-4.321652279,4.716121388,4.613492443,2.305246222,2.305246222,1.330000000,4.095411085,4.129818921,19.464139791,6.973874816,23.559550876,11.103693737,-15.368728707,-2.844055894,-6.981699567,3.752513391,16.895128694,-27.145395257
1.156000000,-1.018038475,0.227653470,-4.304757150,4.688975993,4.611397340,2.304198670,2.304198670,1.330000000,4.148968953,4.182286560,19.494862514,6.971223437,23.643831468,11.153509997,-15.345893561,-2.788936877,-6.975242729,3.698372197,16.974164017,-27.310458101
1.157000000,-1.022326258,0.232315136,-4.287782986,4.661665535,4.609271974,2.303135987,2.303135987,1.330000000,4.200633926,4.232817505,19.525293276,6.968642398,23.725927202,11.201459902,-15.324659351,-2.735824893,-6.970605652,3.648716412,17.049137178,-27.466659017
1.158000000,-1.026596992,0.236949334,-4.270733849,4.634198876,4.607117210,2.302058605,2.302058605,1.330000000,4.250420623,4.281431154,19.555434279,6.966132340,23.805854902,11.247563495,-15.305013657,-2.684701186,-6.967743910,3.603452128,17.120126191,-27.614159874
1.159000000,-1.030850605,0.241555919,-4.253613722,4.606584716,4.604933906,2.300966953,2.300966953,1.330000000,4.298344448,4.328147724,19.585287746,6.963693873,23.883632194,11.291841598,-15.286943298,-2.635546149,-6.966612059,3.562483102,17.187210623,-27.753125950
1.160000000,-1.035087032,0.246134751,-4.236426512,4.578831590,4.602722919,2.299861459,2.299861459,1.330000000,4.344421543,4.372988195,19.614855915,6.961327571,23.959277459,11.334315766,-15.270434372,-2.588339375,-6.967163787,3.525711059,17.250471384,-27.883725502
1.161000000,-1.039306208,0.250685699,-4.219176040,4.550947864,4.600485099,2.298742549,2.298742549,1.330000000,4.388668751,4.415974258,19.644141045,6.959033974,24.032809796,11.375008232,-15.255472294,-2.543059716,-6.969352049,3.493035989,17.309990525,-28.006129348
1.162000000,-1.043508074,0.255208640,-4.201866050,4.522941735,4.598221292,2.297610646,2.297610646,1.330000000,4.431103570,4.457128260,19.673145408,6.956813592,24.104248978,11.413941852,-15.242041837,-2.499685333,-6.973129203,3.464356422,17.365851049,-28.120510463
1.163000000,-1.047692574,0.259703462,-4.184500199,4.494821225,4.595932340,2.296466170,2.296466170,1.330000000,4.471744120,4.496473158,19.701871289,6.954666903,24.173615409,11.451140060,-15.230127169,-2.458193745,-6.978447133,3.439569699,17.418136721,-28.227043593
1.164000000,-1.051859656,0.264170056,-4.167082062,4.466594181,4.593619077,2.295309539,2.295309539,1.330000000,4.510609099,4.534032465,19.730320988,6.952594350,24.240930087,11.486626815,-15.219711889,-2.418561884,-6.985257375,3.418572230,17.466931895,-28.325904890
1.165000000,-1.056009271,0.268608324,-4.149615130,4.438268276,4.591282333,2.294141167,2.294141167,1.330000000,4.547717747,4.569830205,19.758496814,6.950596348,24.306214561,11.520426553,-15.210779066,-2.380766143,-6.993511229,3.401259742,17.512321339,-28.417271553
1.166000000,-1.060141374,0.273018175,-4.132102809,4.409851004,4.588922931,2.292961466,2.292961466,1.330000000,4.583089812,4.603890862,19.786401087,6.948673282,24.369490898,11.552564144,-15.203311275,-2.344782419,-7.003159873,3.387527505,17.554390080,-28.501321496
1.167000000,-1.064255923,0.277399525,-4.114548419,4.381349683,4.586541688,2.291770844,2.291770844,1.330000000,4.616745506,4.636239339,19.814036135,6.946825505,24.430781640,11.583064844,-15.197290629,-2.310586166,-7.014154462,3.377270562,17.593223248,-28.578233028
1.168000000,-1.068352878,0.281752296,-4.096955196,4.352771450,4.584139412,2.290569706,2.290569706,1.330000000,4.648705477,4.666900911,19.841404293,6.945053342,24.490109770,11.611954253,-15.192698817,-2.278152431,-7.026446231,3.370383929,17.628905931,-28.648184547
1.169000000,-1.072432204,0.286076419,-4.079326290,4.324123265,4.581716907,2.289358453,2.289358453,1.330000000,4.678990771,4.695901182,19.868507903,6.943357090,24.547498674,11.639258271,-15.189517132,-2.247455908,-7.039986584,3.366762802,17.661523041,-28.711354260
1.170000000,-1.076493869,0.290371831,-4.061664767,4.295411911,4.579274967,2.288137483,2.288137483,1.330000000,4.707622801,4.723266048,19.895349312,6.941737015,24.602972113,11.665003063,-15.187726511,-2.218470968,-7.054727180,3.366302731,17.691159181,-28.767919907
1.171000000,-1.080537842,0.294638475,-4.043973607,4.266643991,4.576814379,2.286907189,2.286907189,1.330000000,4.734623312,4.749021653,19.921930869,6.940193360,24.656554182,11.689215013,-15.187307557,-2.191171707,-7.070620016,3.368899802,17.717898531,-28.818058514
1.172000000,-1.084564098,0.298876301,-4.026255709,4.237825933,4.574335923,2.285667962,2.285667962,1.330000000,4.760014351,4.773194354,19.948254929,6.938726338,24.708269280,11.711920692,-15.188240578,-2.165531984,-7.087617501,3.374450793,17.741824730,-28.861946152
1.173000000,-1.088572612,0.303085265,-4.008513884,4.208963987,4.571840371,2.284420185,2.284420185,1.330000000,4.783818237,4.795810684,19.974323845,6.937336135,24.758142081,11.733146819,-15.190505608,-2.141525452,-7.105672524,3.382853328,17.763020775,-28.899757716
1.174000000,-1.092563363,0.307265330,-3.990750863,4.180064229,4.569328485,2.283164243,2.283164243,1.330000000,4.806057530,4.816897316,20.000139973,6.936022915,24.806197502,11.752920230,-15.194082443,-2.119125599,-7.124738520,3.394006012,17.781568920,-28.931666720
1.175000000,-1.096536332,0.311416462,-3.972969295,4.151132562,4.566801021,2.281900511,2.281900511,1.330000000,4.826755005,4.836481030,20.025705668,6.934786813,24.852460673,11.771267843,-15.198950664,-2.098305783,-7.144769528,3.407808565,17.797550588,-28.957845107
1.176000000,-1.100491504,0.315538637,-3.955171744,4.122174717,4.564258725,2.280629362,2.280629362,1.330000000,4.845933624,4.854588685,20.051023285,6.933627941,24.896956909,11.788216626,-15.205089662,-2.079039256,-7.165720246,3.424161933,17.811046288,-28.978463070
1.177000000,-1.104428865,0.319631833,-3.937360698,4.093196254,4.561702334,2.279351167,2.279351167,1.330000000,4.863616509,4.871247182,20.076095176,6.932546389,24.939711685,11.803793571,-15.212478667,-2.061299206,-7.187546080,3.442968401,17.822135538,-28.993688892
1.178000000,-1.108348403,0.323696036,-3.919538562,4.064202565,4.559132576,2.278066288,2.278066288,1.330000000,4.879826917,4.886483442,20.100923689,6.931542220,24.980750607,11.818025661,-15.221096772,-2.045058778,-7.210203186,3.464131688,17.830896796,-29.003688794
1.179000000,-1.112250111,0.327731234,-3.901707665,4.035198876,4.556550172,2.276775086,2.276775086,1.330000000,4.894588219,4.900324372,20.125511171,6.930615477,25.020099390,11.830939849,-15.230922952,-2.030291105,-7.233648511,3.487557038,17.837407397,-29.008626806
1.180000000,-1.116133981,0.331737425,-3.883870258,4.006190249,4.553955831,2.275477916,2.275477916,1.330000000,4.907923870,4.912796846,20.149859961,6.929766180,25.057783831,11.842563026,-15.241936091,-2.016969334,-7.257839832,3.513151297,17.841743495,-29.008664635
1.181000000,-1.120000010,0.335714606,-3.866028514,3.977181585,4.551350256,2.274175128,2.274175128,1.330000000,4.919857394,4.923927676,20.173972396,6.928994328,25.093829790,11.852922004,-15.254115002,-2.005066652,-7.282735780,3.540822986,17.843980014,-29.003961563
1.182000000,-1.123848194,0.339662784,-3.848184534,3.948177623,4.548734138,2.272867069,2.272867069,1.330000000,4.930412358,4.933743589,20.197850805,6.928299898,25.128263164,11.862043487,-15.267438447,-1.994556309,-7.308295876,3.570482361,17.844190598,-28.994674343
1.183000000,-1.127678534,0.343581967,-3.830340344,3.919182949,4.546108161,2.271554080,2.271554080,1.330000000,4.939612356,4.942271209,20.221497512,6.927682848,25.161109868,11.869954057,-15.281885156,-1.985411638,-7.334480547,3.602041471,17.842447576,-28.980957111
1.184000000,-1.131491032,0.347472169,-3.812497896,3.890201992,4.543472997,2.270236498,2.270236498,1.330000000,4.947480985,4.949537032,20.244914831,6.927143114,25.192395816,11.876680147,-15.297433846,-1.977606082,-7.361251150,3.635414202,17.838821926,-28.962961311
1.185000000,-1.135285691,0.351333408,-3.794659074,3.861239030,4.540829310,2.268914655,2.268914655,1.330000000,4.954041830,4.955567409,20.268105071,6.926680616,25.222146901,11.882248025,-15.314063242,-1.971113207,-7.388569990,3.670516320,17.833383242,-28.940835627
1.186000000,-1.139062517,0.355165706,-3.776825691,3.832298195,4.538177756,2.267588878,2.267588878,1.330000000,4.959318446,4.960388528,20.291070532,6.926295252,25.250388977,11.886683781,-15.331752086,-1.965906724,-7.416400328,3.707265502,17.826199711,-28.914725924
1.187000000,-1.142821517,0.358969090,-3.758999491,3.803383469,4.535518979,2.266259489,2.266259489,1.330000000,4.963334340,4.964026398,20.313813502,6.925986904,25.277147843,11.890013302,-15.350479162,-1.961960507,-7.444706397,3.745581366,17.817338090,-28.884775200
1.188000000,-1.146562699,0.362743588,-3.741182153,3.774498694,4.532853614,2.264926807,2.264926807,1.330000000,4.966112959,4.966506829,20.336336263,6.925755436,25.302449223,11.892262266,-15.370223304,-1.959248607,-7.473453408,3.785385488,17.806863691,-28.851123547
1.189000000,-1.150286074,0.366489236,-3.723375290,3.745647570,4.530182288,2.263591144,2.263591144,1.330000000,4.967677670,4.967855426,20.358641086,6.925600694,25.326318756,11.893456120,-15.390963416,-1.957745268,-7.502607553,3.826601422,17.794840368,-28.813908117
1.190000000,-1.153991655,0.370206069,-3.705580449,3.716833662,4.527505616,2.262252808,2.262252808,1.330000000,4.968051749,4.968097566,20.380730230,6.925522509,25.348781979,11.893620075,-15.412678481,-1.957424942,-7.532136010,3.869154709,17.781330506,-28.773263100
1.191000000,-1.157679454,0.373894130,-3.687799119,3.688060399,4.524824205,2.260912103,2.260912103,1.330000000,4.967258368,4.967258393,20.402605945,6.925520693,25.369864313,11.892779087,-15.435347576,-1.958262300,-7.562006943,3.912972881,17.766395013,-28.729319703
1.192000000,-1.161349486,0.377553461,-3.670032724,3.659331079,4.522138654,2.259569327,2.259569327,1.330000000,4.965320583,4.965362803,20.424270467,6.925595047,25.389591051,11.890957850,-15.458949884,-1.960232244,-7.592189498,3.957985462,17.750093322,-28.682206146
1.193000000,-1.165001769,0.381184110,-3.652282630,3.630648873,4.519449548,2.258224774,2.258224774,1.330000000,4.962261320,4.962435433,20.445726023,6.925745353,25.407987343,11.888180785,-15.483464703,-1.963309920,-7.622653803,4.004123967,17.732483387,-28.632047647
1.194000000,-1.168636319,0.384786127,-3.634550147,3.602016825,4.516757467,2.256878734,2.256878734,1.330000000,4.958103365,4.958500653,20.466974826,6.925971380,25.425078191,11.884472033,-15.508871462,-1.967470727,-7.653370956,4.051321894,17.713621690,-28.578966436
1.195000000,-1.172253156,0.388359565,-3.616836525,3.573437859,4.514062979,2.255531490,2.255531490,1.330000000,4.952869354,4.953582559,20.488019078,6.926272883,25.440888432,11.879855442,-15.535149724,-1.972690324,-7.684313027,4.099514711,17.693563240,-28.523081749
1.196000000,-1.175852299,0.391904479,-3.599142962,3.544914777,4.511366644,2.254183322,2.254183322,1.330000000,4.946581764,4.947704961,20.508860965,6.926649604,25.455442730,11.874354565,-15.562279201,-1.978944643,-7.715453038,4.148639846,17.672361586,-28.464509852
